Date,Open,High,Low,Close,Volume,Adj Close
2008-06-02,27.85,28.299999,27.27,27.809999,000,15.876353
2008-05-01,27.91,28.00,27.299999,28.00,000,15.984821
2008-04-01,27.889999,27.889999,26.99,27.50,000,15.699379
2008-03-03,28.030001,28.030001,26.34,27.32,000,15.596619
2008-02-01,28.75,28.91,28.110001,28.110001,000,16.047619
2008-01-02,29.91,30.879999,28.25,28.530001,000,16.287392
2007-12-03,31.040001,31.23,29.73,30.01,000,17.132303
2007-11-01,30.620001,31.200001,30.10,31.200001,000,17.170029
2007-10-01,30.17,31.02,29.889999,31.02,000,17.070971
2007-09-04,28.629999,29.870001,28.540001,29.77,000,16.383068
2007-08-01,27.60,28.620001,27.41,28.309999,000,15.579598
2007-07-02,28.09,28.60,27.35,27.35,000,15.051291
2007-06-01,28.75,28.75,27.32,27.84,000,15.320948
2007-05-01,28.25,28.709999,28.18,28.690001,000,15.788721
2007-04-02,26.700001,28.379999,26.700001,28.040001,000,15.431012
2007-03-01,26.049999,26.65,25.60,26.59,000,14.633046
2007-02-01,27.139999,27.18,26.110001,26.200001,000,14.418421
2007-01-03,25.82,26.969999,25.82,26.889999,000,14.798142
2006-12-01,26.200001,26.540001,25.82,25.860001,000,14.231312
